domain,url,brand_name,category,esp,source
trybrez.com,https://trybrez.com,Brez,THC drinks,,workflow
trycreate.co,https://trycreate.co,Create,creatine,klaviyo,workflow
trypura.com,https://trypura.com,Pura,baby care,,workflow
tubbytodd.com,https://tubbytodd.com,Tubby Todd,baby skincare,klaviyo,workflow
tuftandneedle.com,https://tuftandneedle.com,Tuft & Needle,bedding,,workflow
tuftandpaw.com,https://tuftandpaw.com,Tuft + Paw,cat furniture,klaviyo,workflow
tula.com,https://tula.com,Tula Skincare,skincare,justuno,workflow
tula.house,https://tula.house,Tula Plants & Design,houseplants,,workflow
tumbleliving.com,https://tumbleliving.com,Tumble,decor,klaviyo,workflow
twelvesouth.com,https://twelvesouth.com,Twelve South,Apple accessories,klaviyo,workflow
twentysevennames.co.nz,https://twentysevennames.co.nz,Twenty-Seven Names,contemporary womens label,mailchimp,workflow
twillory.com,https://twillory.com,Twillory,dress shirts,klaviyo,workflow
twinings.co.uk,https://twinings.co.uk,Twinings,Food & Beverage,klaviyo,workflow
twoblindbrothers.com,https://twoblindbrothers.com,Two Blind Brothers,Apparel,klaviyo,workflow
twobrothersindia.com,https://twobrothersindia.com,Two Brothers Organic Farms,Organic Food,,workflow
twobrothersindiashop.com,https://twobrothersindiashop.com,Two Brothers Organic Farms,food,,workflow
twotailspetcompany.com,https://twotailspetcompany.com,Two Tails Pet Company,pet accessories,,workflow
typealive.de,https://typealive.de,Typealive,art prints & posters,,workflow
ubon.in,https://ubon.in,Ubon,electronics,,workflow
ucan.co,https://ucan.co,UCAN,endurance nutrition,klaviyo,workflow
ucogear.com,https://ucogear.com,UCO Gear,camp lighting & cookware,klaviyo,workflow
ugallery.com,https://ugallery.com,UGallery,art,,workflow
ugaoo.com,https://ugaoo.com,Ugaoo,plants & seeds,,workflow
ugmonk.com,https://ugmonk.com,Ugmonk,stationery,klaviyo,workflow
ugreen.com,https://ugreen.com,Ugreen,charging / accessories,klaviyo,workflow
ukonserve.com,https://ukonserve.com,U Konserve,kitchen storage,attentive,workflow
ullajohnson.com,https://ullajohnson.com,Ulla Johnson,contemporary womens label,klaviyo,workflow
ultimareplenisher.com,https://ultimareplenisher.com,Ultima Replenisher,electrolyte hydration,klaviyo,workflow
ultraviolette.com.au,https://ultraviolette.com.au,Ultra Violette,suncare,klaviyo,workflow
unboundbabes.com,https://unboundbabes.com,Unbound,sexual wellness,klaviyo,workflow
unboundmerino.com,https://unboundmerino.com,Unbound Merino,apparel,klaviyo,workflow
undefeated.com,https://undefeated.com,Undefeated,sneakers/streetwear,klaviyo,workflow
underprotection.dk,https://underprotection.dk,Underprotection,sustainable lingerie,klaviyo,workflow
undersunfitness.com,https://undersunfitness.com,Undersun Fitness,resistance bands,klaviyo,workflow
underthecanopy.com,https://underthecanopy.com,Under The Canopy,home/bedding,klaviyo,workflow
undertheweatherpet.com,https://undertheweatherpet.com,Under the Weather Pet,pet supplements,klaviyo,workflow
undone.com,https://undone.com,Undone,watches,klaviyo,workflow
unearthlycosmetics.com,https://unearthlycosmetics.com,Unearthly Cosmetics,indie color cosmetics,,workflow
unifclothing.com,https://unifclothing.com,Sandinista / Sister,streetwear,,workflow
unique-vintage.com,https://unique-vintage.com,Unique Vintage,fashion,klaviyo,workflow
unitedbyblue.com,https://unitedbyblue.com,United By Blue,apparel,klaviyo,workflow
unitedsodas.com,https://unitedsodas.com,United Sodas,soda,,workflow
universalcolours.com,https://universalcolours.com,Universal Colours,cycling apparel,klaviyo,workflow
universalstandard.com,https://universalstandard.com,Universal Standard,fashion,klaviyo,workflow
universalworks.co.uk,https://universalworks.co.uk,Universal Works,menswear,klaviyo,workflow
unrealsnacks.com,https://unrealsnacks.com,UNREAL Snacks,candy,omnisend,workflow
untuckit.com,https://untuckit.com,UNTUCKit,apparel,attentive,workflow
unwrappedlife.com,https://unwrappedlife.com,Unwrapped Life,Refillable shampoo bars,,workflow
upcirclebeauty.com,https://upcirclebeauty.com,UpCircle,Upcycled-ingredient skincare,,workflow
uppercasemagazine.com,https://uppercasemagazine.com,Uppercase Magazine,publishing,,workflow
uppercutdeluxe.com,https://uppercutdeluxe.com,Uppercut Deluxe,mens hair styling,klaviyo,workflow
upspringbaby.com,https://upspringbaby.com,UpSpring,baby wellness,klaviyo,workflow
urbanmonkey.com,https://urbanmonkey.com,Urban Monkey,apparel,,workflow
urbanskinrx.com,https://urbanskinrx.com,Urban Skin Rx,skincare,klaviyo,workflow
urbanstems.com,https://urbanstems.com,UrbanStems,flower delivery,klaviyo,workflow
ursamajorvt.com,https://ursamajorvt.com,Ursa Major,skincare,klaviyo,workflow
uturnaudio.com,https://uturnaudio.com,U-Turn Audio,electronics,mailchimp,workflow
uyesurana.com,https://uyesurana.com,Uye Surana,lingerie,klaviyo,workflow
vacation.inc,https://vacation.inc,Vacation,skincare,klaviyo,workflow
vaerwatches.com,https://vaerwatches.com,Vaer,watches,klaviyo,workflow
vahdam.com,https://vahdam.com,Vahdam,tea,klaviyo,workflow
vahdamteas.in,https://vahdamteas.in,Vahdam Teas,tea,,workflow
vajacases.com,https://vajacases.com,Vaja,wallets & cases,klaviyo,workflow
valdebeauty.com,https://valdebeauty.com,Valde Beauty,luxury color cosmetics,klaviyo,workflow
vallon.com,https://vallon.com,Vallon,eyewear,klaviyo,workflow
vanrycke.com,https://vanrycke.com,Vanrycke,fine jewelry,klaviyo,workflow
varietycoffeeroasters.com,https://varietycoffeeroasters.com,Variety Coffee Roasters,coffee,mailchimp,workflow
vaultskin.com,https://vaultskin.com,Vaultskin,wallets,,workflow
vbylauravann.com,https://vbylauravann.com,V by Laura Vann,fine jewelry,klaviyo,workflow
vedix.com,https://vedix.com,Vedix,beauty,,workflow
veergear.com,https://veergear.com,Veer,all-terrain wagons,klaviyo,workflow
vegamour.com,https://vegamour.com,Vegamour,haircare,attentive,workflow
vegogarden.com,https://vegogarden.com,Vego Garden,raised garden beds,omnisend,workflow
velasca.com,https://velasca.com,Velasca,footwear,klaviyo,workflow
vellabox.com,https://vellabox.com,Vellabox,candles,klaviyo,workflow
velotricbike.com,https://velotricbike.com,Velotric,e-bikes,klaviyo,workflow
velourlashes.com,https://velourlashes.com,Velour Lashes,lashes,klaviyo,workflow
velvasheen.com,https://velvasheen.com,Drake General Store alt — Velva Sheen,heritage tees,,workflow
velvetcaviar.com,https://velvetcaviar.com,Velvet Caviar,Phone cases & accessories,klaviyo,workflow
venum.com,https://venum.com,Venum,combat sports gear,klaviyo,workflow
venusetfleur.com,https://venusetfleur.com,Venus et Fleur,preserved roses,klaviyo,workflow
verabradley.com,https://verabradley.com,Vera Bradley,bags,,workflow
veradek.com,https://veradek.com,Veradek,planters,klaviyo,workflow
verbenergy.co,https://verbenergy.co,Verb Energy,snacks/bars,klaviyo,workflow
verbproducts.com,https://verbproducts.com,Verb,haircare,klaviyo,workflow
vergegirl.com,https://vergegirl.com,Verge Girl,womens fashion boutique,klaviyo,workflow
verlas.com,https://verlas.com,Verlas,fine jewelry,klaviyo,workflow
vermontcreamery.com,https://vermontcreamery.com,Vermont Creamery,pantry/dairy,klaviyo,workflow
vermontflannel.com,https://vermontflannel.com,Vermont Flannel,flannel menswear,klaviyo,workflow
veronicabeard.com,https://veronicabeard.com,Veronica Beard,contemporary womens label,klaviyo,workflow
versagripps.com,https://versagripps.com,Versa Gripps,lifting accessories,klaviyo,workflow
versedskin.com,https://versedskin.com,Versed,skincare,klaviyo,workflow
vertra.com,https://vertra.com,Vertra,suncare,,workflow
vervecoffee.com,https://vervecoffee.com,Verve Coffee Roasters,coffee,klaviyo,workflow
verveculture.com,https://verveculture.com,Verve Culture,cookware & kitchen tools,klaviyo,workflow
vessi.com,https://vessi.com,Vessi,footwear,klaviyo,workflow
vetalogica.com.au,https://vetalogica.com.au,Vetalogica,pet food,,workflow
vetericyn.com,https://vetericyn.com,Vetericyn,pet wound care,attentive,workflow
vicicollection.com,https://vicicollection.com,VICI Collection,fashion,klaviyo,workflow
victoriabeckham.com,https://victoriabeckham.com,Victoria Beckham,fashion,klaviyo,workflow
victoriabeckhambeauty.com,https://victoriabeckhambeauty.com,Victoria Beckham Beauty,luxury color cosmetics,klaviyo,workflow
vidaglow.com,https://vidaglow.com,Vida Glow,marine collagen,klaviyo,workflow
vietri.com,https://vietri.com,Vietri,tableware,klaviyo,workflow
vigilantecoffee.com,https://vigilantecoffee.com,Vigilante Coffee,coffee roaster,,workflow
vikingrevolution.com,https://vikingrevolution.com,Viking Revolution,beard care,klaviyo,workflow
viktoriaandwoods.com.au,https://viktoriaandwoods.com.au,Viktoria and Woods,contemporary womens label,,workflow
vimvigr.com,https://vimvigr.com,Bombas Compression,socks,klaviyo,workflow
vincerocollective.com,https://vincerocollective.com,Vincero,watches,klaviyo,workflow
vincerowatches.com,https://vincerowatches.com,Tucci alt — Vincero,menswear accessories,klaviyo,workflow
vinokilo.com,https://vinokilo.com,Vinokilo,apparel,,workflow
vinta.co,https://vinta.co,Vinta,camera bags,,workflow
vintandyork.com,https://vintandyork.com,Vint & York,eyewear,klaviyo,workflow
vintnersdaughter.com,https://vintnersdaughter.com,Vintner's Daughter,skincare,,workflow
viseart.com,https://viseart.com,Viseart,professional color cosmetics,klaviyo,workflow
viski.com,https://viski.com,Viski,barware & glassware,klaviyo,workflow
vitacoco.com,https://vitacoco.com,Vita Coco,coconut water,klaviyo,workflow
vitalproteins.com,https://vitalproteins.com,Vital Proteins,supplements,klaviyo,workflow
vitalydesign.com,https://vitalydesign.com,Vitaly,fashion jewelry,klaviyo,workflow
vitaminaswim.com,https://vitaminaswim.com,Vitamin A,swimwear,klaviyo,workflow
vitl.com,https://vitl.com,Vitl,personalized vitamins (UK),,workflow
vitruvi.com,https://vitruvi.com,Vitruvi,home goods,klaviyo,workflow
viture.com,https://viture.com,Viture,AR glasses,,workflow
viveorganic.com,https://viveorganic.com,Vive Organic,wellness shots,klaviyo,workflow
vivforyourv.com,https://vivforyourv.com,Viv,period care,klaviyo,workflow
vivienfrank.com,https://vivienfrank.com,Vivien Frank,fashion,mailchimp,workflow
voganow.com,https://voganow.com,Voga,accessories,,workflow
volcanicacoffee.com,https://volcanicacoffee.com,Volcanica Coffee,coffee,klaviyo,workflow
volcanocoffeeworks.com,https://volcanocoffeeworks.com,Volcano Coffee Works,coffee,klaviyo,workflow
volcom.com,https://volcom.com,Volcom,skate/streetwear,klaviyo,workflow
vollebak.com,https://vollebak.com,Vollebak,apparel,klaviyo,workflow
voluspa.com,https://voluspa.com,Voluspa,candles,klaviyo,workflow
vooray.com,https://vooray.com,Vooray,activewear,klaviyo,workflow
voormi.com,https://voormi.com,Voormi,wool outdoor apparel,klaviyo,workflow
vorticwatches.com,https://vorticwatches.com,Vortic Watch Company,watches,klaviyo,workflow
vosgeschocolate.com,https://vosgeschocolate.com,Vosges Haut-Chocolat,chocolate,klaviyo,workflow
votary.co.uk,https://votary.co.uk,Votary,skincare,klaviyo,workflow
vpa.com.au,https://vpa.com.au,VPA Australia,Health & Wellness,klaviyo,workflow
vrai.com,https://vrai.com,Vrai,jewelry,,workflow
vraiandoro.com,https://vraiandoro.com,Vrai and Oro,fine jewelry,,workflow
vsslgear.com,https://vsslgear.com,VSSL,EDC gear & flashlights,klaviyo,workflow
vuoriclothing.com,https://vuoriclothing.com,Vuori,activewear,,workflow
vyrao.com,https://vyrao.com,Vyrao,fragrance,klaviyo,workflow
w3llpeople.com,https://w3llpeople.com,W3LL People,clean color cosmetics,,workflow
wacoal-america.com,https://wacoal-america.com,Wacoal,bras / lingerie,klaviyo,workflow
waffleflower.com,https://waffleflower.com,Waffle Flower,craft stamps,,workflow
wagathas.com,https://wagathas.com,Wagatha's,dog treats,mailchimp,workflow
wahts.com,https://wahts.com,Wahts,menswear basics,klaviyo,workflow
wakaofoods.com,https://wakaofoods.com,Wakao Foods,food,,workflow
walesbonner.com,https://walesbonner.com,Wales Bonner,Fashion & Apparel,klaviyo,workflow
wallsneedlove.com,https://wallsneedlove.com,Walls Need Love,wall decor,,workflow
wamaunderwear.com,https://wamaunderwear.com,WAMA Underwear,hemp underwear,klaviyo,workflow
wanderbeauty.com,https://wanderbeauty.com,Wander Beauty,color cosmetics,klaviyo,workflow
wanderingbearcoffee.com,https://wanderingbearcoffee.com,Wandering Bear Coffee,coffee,klaviyo,workflow
wanderlustandco.com,https://wanderlustandco.com,Wanderlust and Co,fashion jewelry,klaviyo,workflow
wandp.com,https://wandp.com,W&P,kitchenware,klaviyo,workflow
wandrd.com,https://wandrd.com,Wandrd,bags,klaviyo,workflow
warpaintformen.com,https://warpaintformen.com,War Paint for Men,men's color cosmetics,klaviyo,workflow
warpweftworld.com,https://warpweftworld.com,Warp + Weft,denim,,workflow
warymeyers.com,https://warymeyers.com,Wary Meyers,candles  soap,mailchimp,workflow
watchhouse.com,https://watchhouse.com,Watchhouse,coffee,klaviyo,workflow
waterdrop.com,https://waterdrop.com,Waterdrop,drink mix cubes,klaviyo,workflow
watermanshair.com,https://watermanshair.com,Watermans,hair growth,klaviyo,workflow
waxandoils.com,https://waxandoils.com,Wax & Oils,candles,,workflow
waxandwick.co,https://waxandwick.co,Wax & Wick,soy candles,mailchimp,workflow
waxbuffalo.com,https://waxbuffalo.com,Wax Buffalo,soy candles,mailchimp,workflow
waxlondon.com,https://waxlondon.com,Wax London,apparel,klaviyo,workflow
wayb.com,https://wayb.com,WAYB,travel car seats,klaviyo,workflow
wearcommando.com,https://wearcommando.com,Commando,shapewear / intimates,klaviyo,workflow
wearebabe.com,https://wearebabe.com,Babe Co.,beauty,klaviyo,workflow
wearebraindead.com,https://wearebraindead.com,Brain Dead,streetwear,klaviyo,workflow
wearedame.co,https://wearedame.co,DAME (period),reusable period care,klaviyo,workflow
wearefeel.com,https://wearefeel.com,Feel,multivitamins (UK),klaviyo,workflow
wearerasa.com,https://wearerasa.com,Rasa,coffee alternative,klaviyo,workflow
wearetala.com,https://wearetala.com,TALA,activewear,klaviyo,workflow
wearewild.com,https://wearewild.com,Wild Deodorant,grooming,,workflow
wearfigs.com,https://wearfigs.com,FIGS,apparel,,workflow
weargustin.com,https://weargustin.com,Gustin,denim / menswear,klaviyo,workflow
wearlively.com,https://wearlively.com,Lively,underwear,klaviyo,workflow
wearpepper.com,https://wearpepper.com,Pepper,underwear,klaviyo,workflow
wedderspoon.com,https://wedderspoon.com,Wedderspoon,manuka honey,klaviyo,workflow
weegallery.com,https://weegallery.com,Lovevery / Wee Gallery,baby toys/books,klaviyo,workflow
weesprout.com,https://weesprout.com,Stasher / WeeSprout,baby food storage,klaviyo,workflow
weezietowels.com,https://weezietowels.com,Weezie Towels,home goods,klaviyo,workflow
weisswatchcompany.com,https://weisswatchcompany.com,Weiss Watch Company,watches,omnisend,workflow
weknife.com,https://weknife.com,WE Knife,EDC knives,mailchimp,workflow
welcomeskateboards.com,https://welcomeskateboards.com,Welcome Skateboards,skate,privy,workflow
weldenbags.com,https://weldenbags.com,Welden,bags,klaviyo,workflow
wellbeingbrewing.com,https://wellbeingbrewing.com,Wellbeing Brewing,non-alcoholic beer,klaviyo,workflow
wellbeingnutrition.com,https://wellbeingnutrition.com,Wellbeing Nutrition,supplements,,workflow
wellbel.com,https://wellbel.com,Wellbel,hair & skin supplements,klaviyo,workflow
welleco.com,https://welleco.com,WelleCo,super elixir greens (AU),klaviyo,workflow
wellements.com,https://wellements.com,Wellements,baby & kids wellness,klaviyo,workflow
wellybottle.com,https://wellybottle.com,Welly,drinkware,,workflow
welovefrugi.com,https://welovefrugi.com,Lalo / Frugi,organic kids clothing,,workflow
wesn.com,https://wesn.com,WESN,pocket knives,klaviyo,workflow
westandwillow.com,https://westandwillow.com,West & Willow,pet portraits,klaviyo,workflow
westcoastseeds.com,https://westcoastseeds.com,West Coast Seeds,seeds,klaviyo,workflow
westernrise.com,https://westernrise.com,Western Rise,apparel,klaviyo,workflow
westman-atelier.com,https://westman-atelier.com,Westman Atelier,cosmetics,klaviyo,workflow
westpaw.com,https://westpaw.com,West Paw,dog toys,,workflow
westside.com,https://westside.com,Westside,apparel,,workflow
westwardleaning.com,https://westwardleaning.com,Westward Leaning,sunglasses,mailchimp,workflow
wetbrush.com,https://wetbrush.com,Wet Brush,hair brushes,klaviyo,workflow
wethenew.com,https://wethenew.com,Wethenew,Sneakers,,workflow
wetnwildbeauty.com,https://wetnwildbeauty.com,Wet n Wild Beauty,color cosmetics,klaviyo,workflow
whimsyandrow.com,https://whimsyandrow.com,Whimsy and Row,sustainable womens label,klaviyo,workflow
whitefoxboutique.com,https://whitefoxboutique.com,White Fox Boutique,fashion,,workflow
whogivesacrap.org,https://whogivesacrap.org,Who Gives A Crap,household,klaviyo,workflow
wholesomesweet.com,https://wholesomesweet.com,Wholesome,pantry/sweetener,klaviyo,workflow
whoop.com,https://whoop.com,Whoop,recovery/wearable,,workflow
wijld.com,https://wijld.com,Wijld,apparel,klaviyo,workflow
wild-rye.com,https://wild-rye.com,Wild Rye,women's outdoor apparel,klaviyo,workflow
wildbird.co,https://wildbird.co,WildBird,baby carriers,klaviyo,workflow
wildearth.com,https://wildearth.com,Wild Earth,dog food,klaviyo,workflow
wilderdog.com,https://wilderdog.com,Wilderdog,dog gear,klaviyo,workflow
wildernessathlete.com,https://wildernessathlete.com,Wilderness Athlete,outdoor nutrition,klaviyo,workflow
wildfloradesign.com,https://wildfloradesign.com,Wildflora,plants & flowers,,workflow
wildflowercases.com,https://wildflowercases.com,Wildflower Cases,Phone cases,klaviyo,workflow
wildfoods.co,https://wildfoods.co,Wild Foods,superfoods / supplements,klaviyo,workflow
wildgrain.com,https://wildgrain.com,Wildgrain,bakery,klaviyo,workflow
wildinkpress.com,https://wildinkpress.com,Wild Ink Press,letterpress cards,mailchimp,workflow
wildling.com,https://wildling.com,Wildling,skincare,klaviyo,workflow
wildling.shoes,https://wildling.shoes,Wildling Shoes,footwear,klaviyo,workflow
wildminimalist.com,https://wildminimalist.com,Wild Minimalist,kitchen & home,,workflow
wildnutrition.com,https://wildnutrition.com,Healspan / Healthspan alt - Wild Nutrition,food-grown supplements (UK),klaviyo,workflow
wildone.com,https://wildone.com,Wild One,pet accessories,klaviyo,workflow
wildtonic.com,https://wildtonic.com,Wild Tonic,jun kombucha,mailchimp,workflow
wilewomen.com,https://wilewomen.com,Wile,women's herbal supplements,klaviyo,workflow
wileyx.com,https://wileyx.com,Wiley X,protective eyewear,klaviyo,workflow
willandbear.com,https://willandbear.com,Will & Bear,accessories,klaviyo,workflow
willaskitchen.com,https://willaskitchen.com,Willa's,oat milk,klaviyo,workflow
williamhannah.com,https://williamhannah.com,William Hannah,leather notebooks,klaviyo,workflow
williammurraygolf.com,https://williammurraygolf.com,William Murray Golf,golf menswear,klaviyo,workflow
williampainter.com,https://williampainter.com,William Painter,eyewear,klaviyo,workflow
windsorstore.com,https://windsorstore.com,Windsor,womens occasion fashion,,workflow
wingreensfarms.com,https://wingreensfarms.com,Wingreens Farms,Food & Beverage,,workflow
winkylux.com,https://winkylux.com,Winky Lux,color cosmetics,klaviyo,workflow
wisdompanel.com,https://wisdompanel.com,Wisdom Panel,pet dna,attentive,workflow
wishatl.com,https://wishatl.com,Wish ATL,sneakers/streetwear,,workflow
wishfulskin.com,https://wishfulskin.com,Wishful,skincare,klaviyo,workflow
wishtrend.com,https://wishtrend.com,Wishtrend,K-beauty retailer,klaviyo,workflow
witfitness.com,https://witfitness.com,WIT Fitness,fitness apparel / gear,klaviyo,workflow
withclarity.com,https://withclarity.com,With Clarity,engagement rings,klaviyo,workflow
withjean.com,https://withjean.com,With Jean,womens dresses label,klaviyo,workflow
wizemonkey.com,https://wizemonkey.com,Wize Monkey,tea,klaviyo,workflow
wkndskateboards.com,https://wkndskateboards.com,WKND Skateboards,skate,klaviyo,workflow
wmpeyewear.com,https://wmpeyewear.com,WMP Eyewear,Eyewear,klaviyo,workflow
wobkey.com,https://wobkey.com,WOBKEY,Mechanical keyboards,,workflow
wolfandmoon.com,https://wolfandmoon.com,Wolf and Moon,fashion jewelry,,workflow
wolfandshepherd.com,https://wolfandshepherd.com,Wolf & Shepherd,footwear,klaviyo,workflow
wolfcircus.com,https://wolfcircus.com,Wolf Circus,fine jewelry,klaviyo,workflow
wolfgangusa.com,https://wolfgangusa.com,Wolfgang Man & Beast,dog gear,klaviyo,workflow
wolftoothcomponents.com,https://wolftoothcomponents.com,Wolf Tooth,bike components,klaviyo,workflow
womaness.com,https://womaness.com,Womaness,menopause care,klaviyo,workflow
wonderandwise.com,https://wonderandwise.com,Lalo / Wonder & Wise,kids toys,klaviyo,workflow
wonderchef.com,https://wonderchef.com,Wonderchef,cookware,,workflow
wondercide.com,https://wondercide.com,Wondercide,pet flea & tick,klaviyo,workflow
wonderdrink.com,https://wonderdrink.com,Wonder Drink,kombucha,klaviyo,workflow
wonderfoldwagon.com,https://wonderfoldwagon.com,Wonderfold,wagons,klaviyo,workflow
wonderland222.com,https://wonderland222.com,Wonderland 222,pen & ink stationery,klaviyo,workflow
wonderstate.com,https://wonderstate.com,Wonderstate Coffee,coffee,klaviyo,workflow
woodenspoonherbs.com,https://woodenspoonherbs.com,Wooden Spoon Herbs,herbal tinctures,klaviyo,workflow
woodgeekstore.com,https://woodgeekstore.com,Woodgeek Store,accessories,,workflow
woodlanders.net,https://woodlanders.net,Woodlanders,rare plants,,workflow
wooland.com,https://wooland.com,Wool&,apparel,klaviyo,workflow
woolandprince.com,https://woolandprince.com,Wool& Prince,apparel,klaviyo,workflow
woolino.com,https://woolino.com,Woolino,sleep sacks,klaviyo,workflow
wordnotebooks.com,https://wordnotebooks.com,Word Notebooks,notebooks,klaviyo,workflow
workshopcoffee.com,https://workshopcoffee.com,Workshop Coffee,coffee,klaviyo,workflow
worthwhilepaper.com,https://worthwhilepaper.com,Worthwhile Paper,art prints & stationery,klaviyo,workflow
woxer.com,https://woxer.com,Woxer,boxer briefs for women,klaviyo,workflow
wpstandard.com,https://wpstandard.com,Wp Standard,bags,klaviyo,workflow
wrapmagazine.com,https://wrapmagazine.com,Wrap Magazine,illustrated stationery,klaviyo,workflow
wreckingballcoffee.com,https://wreckingballcoffee.com,Wrecking Ball Coffee,coffee roaster,,workflow
writenotepads.com,https://writenotepads.com,Write Notepads,stationery,klaviyo,workflow
wtaps.com,https://wtaps.com,Wtaps,streetwear,,workflow
wthn.com,https://wthn.com,Wthn,herbal supplements,klaviyo,workflow
wuka.co.uk,https://wuka.co.uk,Wuka,apparel,klaviyo,workflow
wunder2.com,https://wunder2.com,Wunderbrow / Wunder2,brow & color cosmetics,klaviyo,workflow
wusthof.com,https://wusthof.com,Wusthof,knives,klaviyo,workflow
wwake.com,https://wwake.com,Wwake,fine jewelry,klaviyo,workflow
wyeth.nyc,https://wyeth.nyc,Wyeth,furniture decor,mailchimp,workflow
wysong.net,https://wysong.net,Wysong,pet food,,workflow
wyze.com,https://wyze.com,Wyze,smart home,klaviyo,workflow
xbyx.de,https://xbyx.de,XbyX,Plant-based Health,klaviyo,workflow
xeroshoes.com,https://xeroshoes.com,Xero Shoes,minimalist footwear,klaviyo,workflow
xhibition.co,https://xhibition.co,Politics-adjacent Xhibition,sneakers/streetwear,klaviyo,workflow
xtrema.com,https://xtrema.com,Xtrema,cookware,klaviyo,workflow
xyxxcrew.com,https://xyxxcrew.com,XYXX,apparel,,workflow
yamamay.com,https://yamamay.com,Yamamay,lingerie,,workflow
yamazakihome.com,https://yamazakihome.com,Yamazaki Home,home goods,,workflow
yardbird.com,https://yardbird.com,Yardbird,outdoor furniture,klaviyo,workflow
yardify.com,https://yardify.com,Yardify,planters & outdoor,,workflow
yauponbrothers.com,https://yauponbrothers.com,Yaupon Brothers,tea,mailchimp,workflow
ybellfitness.com,https://ybellfitness.com,YBell Fitness,functional fitness,klaviyo,workflow
ybskin.com,https://ybskin.com,Youngblood Mineral Cosmetics,mineral makeup,klaviyo,workflow
yearandday.com,https://yearandday.com,Year & Day,kitchenware,klaviyo,workflow
yellowbirdfoods.com,https://yellowbirdfoods.com,Yellowbird Foods,hot sauce,klaviyo,workflow
yellowbirdsauce.com,https://yellowbirdsauce.com,Yellowbird Sauce,hot sauce,klaviyo,workflow
yellowowlworkshop.com,https://yellowowlworkshop.com,Yellow Owl Workshop,craft stamps & stationery,,workflow
yema.com,https://yema.com,Yema,watches,klaviyo,workflow
yerbamadre.com,https://yerbamadre.com,Yerba Madre,yerba mate,attentive,workflow
yeti.co.uk,https://yeti.co.uk,Yeti,outdoor,klaviyo,workflow
yfood.eu,https://yfood.eu,Yfood,food,,workflow
yogadesignlab.com,https://yogadesignlab.com,Yoga Design Lab,yoga mats,klaviyo,workflow
yogaoutlet.com,https://yogaoutlet.com,Yoga Outlet,yoga gear,justuno,workflow
yomamasfoods.com,https://yomamasfoods.com,Yo Mama's Foods,food/sauces,,workflow
yotoplay.com,https://yotoplay.com,Yoto,audio toys,,workflow
youngla.com,https://youngla.com,YoungLA,activewear,attentive,workflow
yourheights.com,https://yourheights.com,Heights,brain supplements (UK),klaviyo,workflow
yourparade.com,https://yourparade.com,Parade,underwear,klaviyo,workflow
youswim.com,https://youswim.com,Youswim,swimwear,klaviyo,workflow
yumearth.com,https://yumearth.com,YumEarth,candy,klaviyo,workflow
yummicandles.com,https://yummicandles.com,Yummi Candles,candles,attentive,workflow
yummie.com,https://yummie.com,Yummie,shapewear / intimates,klaviyo,workflow
yuneyoga.com,https://yuneyoga.com,Yune Yoga,yoga mats,klaviyo,workflow
zeloswatches.com,https://zeloswatches.com,Zelos,watches,klaviyo,workflow
zendure.com,https://zendure.com,Zendure,Power banks & power stations,,workflow
zeroskateboards.com,https://zeroskateboards.com,Zero Skateboards,skate,mailchimp,workflow
zerowastecartel.com,https://zerowastecartel.com,Zero Waste Cartel,Zero-waste goods,klaviyo,workflow
zestypaws.com,https://zestypaws.com,Zesty Paws,pet supplements,klaviyo,workflow
zeusbeard.com,https://zeusbeard.com,Zeus Beard,beard grooming,mailchimp,workflow
zevia.com,https://zevia.com,Zevia,soda,klaviyo,workflow
zitsticka.com,https://zitsticka.com,ZitSticka,skincare,klaviyo,workflow
ziwipets.com,https://ziwipets.com,Ziwi Peak,air-dried pet food,klaviyo,workflow
zmanfishing.com,https://zmanfishing.com,Z-Man Fishing,soft baits,klaviyo,workflow
zouk.co.in,https://zouk.co.in,Zouk,accessories,,workflow
zpacks.com,https://zpacks.com,Zpacks,ultralight gear,klaviyo,workflow
zsupply.com,https://zsupply.com,Z Supply,contemporary womens label,klaviyo,workflow
zutano.com,https://zutano.com,Lalo / Zutano,baby clothing,klaviyo,workflow
zyliss.com,https://zyliss.com,Zyliss,kitchen tools,klaviyo,workflow
100kmph.com,https://100kmph.com,100kmph,,,list
11-11.in,https://11-11.in,11 11,,klaviyo,list
11cart.com,https://11cart.com,11cart,,,list
1947ind.com,https://1947ind.com,1947ind,,,list
1bhkinteriors.com,https://1bhkinteriors.com,1bhkinteriors,,mailchimp,list
1hairstop.in,https://1hairstop.in,1hairstop,,,list
1organic.in,https://1organic.in,1organic,,klaviyo,list
1ststep.com,https://1ststep.com,1ststep,,klaviyo,list
20infinity.in,https://20infinity.in,20infinity,,,list
21fools.com,https://21fools.com,21fools,,,list
335bazaar.com,https://335bazaar.com,335bazaar,,,list
360sports.in,https://360sports.in,360sports,,,list
365medicalsupply.com,https://365medicalsupply.com,365medicalsupply,,,list
3dgalaxy.co,https://3dgalaxy.co,3dgalaxy,,,list
3dprintshoppy.com,https://3dprintshoppy.com,3dprintshoppy,,,list
51pyramids.in,https://51pyramids.in,51pyramids,,,list
5core.com,https://5core.com,5core,,klaviyo,list
6teenretail.com,https://6teenretail.com,6teenretail,,,list
7-10.in,https://7-10.in,7 10,,,list
