domain,url,brand_name,category,esp,source
fishpondusa.com,https://fishpondusa.com,Fishpond,fly fishing packs,klaviyo,workflow
fishseddy.com,https://fishseddy.com,Fishs Eddy,tableware,klaviyo,workflow
fitglowbeauty.com,https://fitglowbeauty.com,Fitglow Beauty,clean color cosmetics,klaviyo,workflow
fiveandtwojewelry.com,https://fiveandtwojewelry.com,Five and Two,fashion jewelry,klaviyo,workflow
fivesenses.com.au,https://fivesenses.com.au,Five Senses Coffee,coffee roaster,klaviyo,workflow
flamingoestate.com,https://flamingoestate.com,Flamingo Estate,pantry,klaviyo,workflow
flexcompany.com,https://flexcompany.com,The Flex Company,period care,klaviyo,workflow
flexfits.com,https://flexfits.com,Flex,period care / menstrual discs,klaviyo,workflow
flomattress.com,https://flomattress.com,Flo Mattress,home,klaviyo,workflow
floridafishingproducts.com,https://floridafishingproducts.com,Flomatic,fishing reels,klaviyo,workflow
flourist.com,https://flourist.com,Flourist,food,klaviyo,workflow
flovitamins.com,https://flovitamins.com,Flo Vitamins,women's wellness,klaviyo,workflow
flowfold.com,https://flowfold.com,Flowfold,wallets & bags,klaviyo,workflow
flowhydration.com,https://flowhydration.com,Flow Water,water,klaviyo,workflow
floyddetroit.com,https://floyddetroit.com,Floyd,furniture,klaviyo,workflow
floydhome.com,https://floydhome.com,Floyd,furniture,klaviyo,workflow
fluxundies.com,https://fluxundies.com,Flux Undies,period underwear,klaviyo,workflow
flybyjing.com,https://flybyjing.com,Fly By Jing,sauces,klaviyo,workflow
flyfishfood.com,https://flyfishfood.com,Yeti Fly,fly tying,klaviyo,workflow
flyingembers.com,https://flyingembers.com,Flying Embers,hard kombucha,klaviyo,workflow
flylowgear.com,https://flylowgear.com,Flylow Gear,ski/outdoor apparel,klaviyo,workflow
foamnasium.com,https://foamnasium.com,Foamnasium,play furniture,klaviyo,workflow
focl.com,https://focl.com,Bloom (FOCL),CBD / wellness,klaviyo,workflow
fodyfoods.com,https://fodyfoods.com,Fody Foods,sauces/condiments,klaviyo,workflow
fontanacandlecompany.com,https://fontanacandlecompany.com,Fontana Candle Co.,beeswax candles,klaviyo,workflow
foodhuggers.com,https://foodhuggers.com,Food Huggers,Reusable food savers,klaviyo,workflow
footkorner.com,https://footkorner.com,Footkorner,Streetwear & Shoes,klaviyo,workflow
forbitterforworse.com,https://forbitterforworse.com,For Bitter For Worse,non-alcoholic cocktails,klaviyo,workflow
forceusa.com,https://forceusa.com,Force USA,home gym equipment,klaviyo,workflow
foriawellness.com,https://foriawellness.com,Foria,sexual wellness / CBD,klaviyo,workflow
forloh.com,https://forloh.com,Forloh,hunting apparel,klaviyo,workflow
formelife.com,https://formelife.com,FORM Studio (formerly Forme),home gym mirror,klaviyo,workflow
formswim.com,https://formswim.com,WHOOP-no Form,swim tech,klaviyo,workflow
fortnightlingerie.com,https://fortnightlingerie.com,Fortnight Lingerie,luxury lingerie,klaviyo,workflow
foundmyanimal.com,https://foundmyanimal.com,Found My Animal,pet accessories,klaviyo,workflow
foundrae.com,https://foundrae.com,Foundrae,fine jewelry,klaviyo,workflow
foursigmatic.com,https://foursigmatic.com,Four Sigmatic,coffee,klaviyo,workflow
foxybae.com,https://foxybae.com,FoxyBae,hair tools,klaviyo,workflow
frame-store.com,https://frame-store.com,Frame,denim,klaviyo,workflow
framebridge.com,https://framebridge.com,Framebridge,wall art framing,klaviyo,workflow
francesvalentine.com,https://francesvalentine.com,Frances Valentine,contemporary womens label,klaviyo,workflow
frankandoak.com,https://frankandoak.com,Frank And Oak,apparel,klaviyo,workflow
frankbody.com,https://frankbody.com,Frank Body,beauty,klaviyo,workflow
frankdarling.com,https://frankdarling.com,Frank Darling,jewelry,klaviyo,workflow
frankgreen.com,https://frankgreen.com,Frank Green,Reusable cups & bottles,klaviyo,workflow
frankieandmyrrh.com,https://frankieandmyrrh.com,Frankie & Myrrh,candles,klaviyo,workflow
frankiesbikinis.com,https://frankiesbikinis.com,Frankies Bikinis,swimwear,klaviyo,workflow
frasiersterling.com,https://frasiersterling.com,Frasier Sterling,fashion jewelry,klaviyo,workflow
freckbeauty.com,https://freckbeauty.com,Freck Beauty,color cosmetics,klaviyo,workflow
freeandeasy.com,https://freeandeasy.com,Free & Easy / Mister Cartoon,streetwear,klaviyo,workflow
freeflyapparel.com,https://freeflyapparel.com,Free Fly Apparel,bamboo outdoor apparel,klaviyo,workflow
frenchbroadchocolates.com,https://frenchbroadchocolates.com,French Broad Chocolates,chocolate,klaviyo,workflow
freshcap.com,https://freshcap.com,Fresh Cap Mushrooms,functional mushrooms,klaviyo,workflow
freshcleantees.com,https://freshcleantees.com,Fresh Clean Threads,apparel,klaviyo,workflow
freshheritage.com,https://freshheritage.com,Fresh Heritage,grooming,klaviyo,workflow
freshlypicked.com,https://freshlypicked.com,Freshly Picked,diaper bags,klaviyo,workflow
fringesport.com,https://fringesport.com,Fringe Sport,strength equipment,klaviyo,workflow
fringestudio.com,https://fringestudio.com,Wagsdale / Fringe Studio,pet gifts,klaviyo,workflow
fritz-kola-shop.com,https://fritz-kola-shop.com,fritz-kola,Beverages,klaviyo,workflow
frogandtoadpress.com,https://frogandtoadpress.com,Frog & Toad Press,art prints & cards,klaviyo,workflow
fromourplace.com,https://fromourplace.com,Our Place,cookware,klaviyo,workflow
frontierpets.com.au,https://frontierpets.com.au,Frontier Pets,freeze-dried pet food,klaviyo,workflow
fruitionchocolate.com,https://fruitionchocolate.com,Fruition Chocolate Works,chocolate,klaviyo,workflow
fullyvital.com,https://fullyvital.com,Fully Vital,hair growth,klaviyo,workflow
furtherfood.com,https://furtherfood.com,Further Food,collagen & supplements,klaviyo,workflow
furyou.com,https://furyou.com,Fur,grooming,klaviyo,workflow
fyrn.com,https://fyrn.com,Fyrn,furniture,klaviyo,workflow
gabrielaartigas.com,https://gabrielaartigas.com,Gabriela Artigas,fine jewelry,klaviyo,workflow
gabrielcosmeticsinc.com,https://gabrielcosmeticsinc.com,Gabriel Cosmetics,natural color cosmetics,klaviyo,workflow
gaiaherbs.com,https://gaiaherbs.com,Gaia Herbs,herbal supplements,klaviyo,workflow
gainful.com,https://gainful.com,Gainful,personalized protein,klaviyo,workflow
gallerydept.com,https://gallerydept.com,Gallery Dept,streetwear,klaviyo,workflow
garagegrowngear.com,https://garagegrowngear.com,Garage Grown Gear,outdoor gear retailer,klaviyo,workflow
gardeners.com,https://gardeners.com,Gardener's Supply Company,garden supplies,klaviyo,workflow
gardengoodsdirect.com,https://gardengoodsdirect.com,Garden Goods Direct,plants & garden supplies,klaviyo,workflow
gardentower.com,https://gardentower.com,Garden Tower Project,vertical planters,klaviyo,workflow
garrettleight.com,https://garrettleight.com,Garrett Leight,eyewear,klaviyo,workflow
gathre.com,https://gathre.com,Lalo / Gathre,play mats,klaviyo,workflow
gazelletents.com,https://gazelletents.com,Gazelle Tents,pop-up tents,klaviyo,workflow
gcioutdoor.com,https://gcioutdoor.com,GCI Outdoor,camping furniture,klaviyo,workflow
gemmacorrell.com,https://gemmacorrell.com,Gemma Correll Shop,art prints & stationery,klaviyo,workflow
genuinehealth.com,https://genuinehealth.com,Genuine Health,greens / supplements,klaviyo,workflow
geologie.com,https://geologie.com,Geologie,grooming,klaviyo,workflow
georgehowellcoffee.com,https://georgehowellcoffee.com,George Howell Coffee,coffee,klaviyo,workflow
georgiagrinders.com,https://georgiagrinders.com,Georgia Grinders,pantry/nut butter,klaviyo,workflow
gerardcosmetics.com,https://gerardcosmetics.com,Gerard Cosmetics,color cosmetics,klaviyo,workflow
gerberchildrenswear.com,https://gerberchildrenswear.com,Gerber Childrenswear,baby/kids,klaviyo,workflow
gerbergear.com,https://gerbergear.com,Gerber Gear,knives & tools,klaviyo,workflow
get-nourished.com,https://get-nourished.com,Nourished,hair supplements,klaviyo,workflow
getbevel.com,https://getbevel.com,Bevel,grooming,klaviyo,workflow
getcarv.com,https://getcarv.com,Carv,wearables,klaviyo,workflow
getcubo.com,https://getcubo.com,Cubo Ai,baby monitor,klaviyo,workflow
getfussy.com,https://getfussy.com,Fussy,grooming,klaviyo,workflow
getgruvi.com,https://getgruvi.com,Grüvi,non-alcoholic beer/wine,klaviyo,workflow
gethyperskin.com,https://gethyperskin.com,Hyper Skin,skincare,klaviyo,workflow
getjackblack.com,https://getjackblack.com,Jack Black,grooming,klaviyo,workflow
getjoni.com,https://getjoni.com,Joni,period care,klaviyo,workflow
getmaude.com,https://getmaude.com,Maude,wellness,klaviyo,workflow
getquip.com,https://getquip.com,quip,Refillable oral care,klaviyo,workflow
getrawnutrition.com,https://getrawnutrition.com,Raw Nutrition,sports supplements,klaviyo,workflow
getrocketbook.com,https://getrocketbook.com,Rocketbook,stationery,klaviyo,workflow
gfuel.com,https://gfuel.com,G FUEL,beverages,klaviyo,workflow
ghostlifestyle.com,https://ghostlifestyle.com,Ghost Lifestyle,sports supplements,klaviyo,workflow
giginewyork.com,https://giginewyork.com,Gigi New York,leather bags & accessories,klaviyo,workflow
gilisports.com,https://gilisports.com,GILI Sports,paddleboards,klaviyo,workflow
gimmecoffee.com,https://gimmecoffee.com,Gimme Coffee,coffee roaster,klaviyo,workflow
gimmehealth.com,https://gimmehealth.com,gimMe,snacks/seaweed,klaviyo,workflow
giniartw.com,https://giniartw.com,Ginia,contemporary womens label,klaviyo,workflow
gir.co,https://gir.co,GIR,kitchenware,klaviyo,workflow
girlfriend.com,https://girlfriend.com,Girlfriend Collective,activewear,klaviyo,workflow
girlswhogrindcoffee.com,https://girlswhogrindcoffee.com,Girls Who Grind Coffee,coffee roaster,klaviyo,workflow
gisou.com,https://gisou.com,Gisou,haircare,klaviyo,workflow
gitticonsciousbeauty.com,https://gitticonsciousbeauty.com,Gitti Conscious Beauty,Beauty & Nail Care,klaviyo,workflow
glamlitecosmetics.com,https://glamlitecosmetics.com,Glamlite Cosmetics,color cosmetics,klaviyo,workflow
glamnetic.com,https://glamnetic.com,Glamnetic,lashes & press-on nails,klaviyo,workflow
glasshousefragrances.com,https://glasshousefragrances.com,Glasshouse Fragrances,candles  diffusers,klaviyo,workflow
gldn.com,https://gldn.com,GLDN,jewelry,klaviyo,workflow
glistencosmetics.com,https://glistencosmetics.com,Glisten Cosmetics,color cosmetics,klaviyo,workflow
globebrand.com,https://globebrand.com,Globe,skate/streetwear,klaviyo,workflow
gloomis.com,https://gloomis.com,G. Loomis,fishing rods,klaviyo,workflow
glorious.gg,https://glorious.gg,Glorious,Keyboards & gaming gear,klaviyo,workflow
gloriousgaming.com,https://gloriousgaming.com,Glorious,gaming peripherals,klaviyo,workflow
gloskinbeauty.com,https://gloskinbeauty.com,Glo Skin Beauty,mineral makeup,klaviyo,workflow
glossier.com,https://glossier.com,Glossier,beauty,klaviyo,workflow
glowrecipe.com,https://glowrecipe.com,Glow Recipe,skincare,klaviyo,workflow
goalzero.com,https://goalzero.com,Goal Zero,portable power,klaviyo,workflow
gofastcampers.com,https://gofastcampers.com,GoFastCampers,truck campers,klaviyo,workflow
gognarly.com,https://gognarly.com,Gnarly Nutrition,sports nutrition,klaviyo,workflow
goldbug.com,https://goldbug.com,Lalo / Goldbug,baby accessories,klaviyo,workflow
golde.co,https://golde.co,Golde,wellness,klaviyo,workflow
goldfadenmd.com,https://goldfadenmd.com,Goldfaden MD,skincare,klaviyo,workflow
goldfieldandbanks.com,https://goldfieldandbanks.com,Goldfield & Banks,fragrance  candles,klaviyo,workflow
goldilocksgoods.com,https://goldilocksgoods.com,Goldilocks,Reusable cleaning cloths,klaviyo,workflow
golfwang.com,https://golfwang.com,Golf Wang,streetwear,klaviyo,workflow
goli.com,https://goli.com,Goli Nutrition,supplements,klaviyo,workflow
gomacro.com,https://gomacro.com,GoMacro,snacks/bars,klaviyo,workflow
gonimble.com,https://gonimble.com,Nimble,charging accessories,klaviyo,workflow
goodamerican.com,https://goodamerican.com,Good American,fashion,klaviyo,workflow
gooddyeyoung.com,https://gooddyeyoung.com,Good Dye Young,hair color,klaviyo,workflow
goodeeworld.com,https://goodeeworld.com,GOODEE,home goods,klaviyo,workflow
goodhoodstore.com,https://goodhoodstore.com,Goodhood,streetwear/sneakers,klaviyo,workflow
goodlifeclothing.com,https://goodlifeclothing.com,Goodlife Clothing,apparel,klaviyo,workflow
goodmylk.co,https://goodmylk.co,Goodmylk,plant milk,klaviyo,workflow
goodr.com,https://goodr.com,Goodr,running sunglasses,klaviyo,workflow
googansquad.com,https://googansquad.com,Googan Squad,fishing tackle,klaviyo,workflow
gorillamats.com,https://gorillamats.com,Gorilla Mats,exercise mats,klaviyo,workflow
gorillamind.com,https://gorillamind.com,Gorilla Mind,nootropics / pre-workout,klaviyo,workflow
gorjana.com,https://gorjana.com,Gorjana,jewelry,klaviyo,workflow
gormanshop.com.au,https://gormanshop.com.au,Gorman,contemporary womens label,klaviyo,workflow
goruck.com,https://goruck.com,GoRuck,rucking gear,klaviyo,workflow
gossamergear.com,https://gossamergear.com,Gossamer Gear,ultralight backpacking,klaviyo,workflow
got-bag.com,https://got-bag.com,Got Bag,backpacks,klaviyo,workflow
gotags.com,https://gotags.com,GoTags,pet ID tags,klaviyo,workflow
gotoskincare.com,https://gotoskincare.com,Go-To Skincare,beauty,klaviyo,workflow
gouletpens.com,https://gouletpens.com,Goulet Pens,stationery,klaviyo,workflow
goumikids.com,https://goumikids.com,Goumikids,baby apparel,klaviyo,workflow
gozney.com,https://gozney.com,Gozney,Home & Lifestyle,klaviyo,workflow
graceandgreen.co,https://graceandgreen.co,Grace & Green,period care,klaviyo,workflow
gradyscoldbrew.com,https://gradyscoldbrew.com,Grady's Cold Brew,cold brew coffee,klaviyo,workflow
grandecosmetics.com,https://grandecosmetics.com,Grande Cosmetics,lash & brow,klaviyo,workflow
grandmalucys.com,https://grandmalucys.com,Grandma Lucy's,freeze-dried pet food,klaviyo,workflow
gravebeforeshave.com,https://gravebeforeshave.com,Grave Before Shave,beard care,klaviyo,workflow
gravityblankets.com,https://gravityblankets.com,Gravity Blankets,home textiles,klaviyo,workflow
grayers.com,https://grayers.com,Grayers,menswear basics,klaviyo,workflow
grayl.com,https://grayl.com,Grayl,water purifier bottles,klaviyo,workflow
graza.co,https://graza.co,Graza,olive oil,klaviyo,workflow
greatergoodsroasting.com,https://greatergoodsroasting.com,Greater Goods Coffee,coffee,klaviyo,workflow
greatgardenplants.com,https://greatgardenplants.com,Great Garden Plants,perennials & shrubs,klaviyo,workflow
greatjonesgoods.com,https://greatjonesgoods.com,Great Jones,cookware,klaviyo,workflow
greats.com,https://greats.com,Greats,footwear,klaviyo,workflow
greenforce.com,https://greenforce.com,Greenforce,food,klaviyo,workflow
greenhousejuice.com,https://greenhousejuice.com,Greenhouse Juice,cold-pressed juice,klaviyo,workflow
greenpan.us,https://greenpan.us,GreenPan,cookware,klaviyo,workflow
greenpeople.co.uk,https://greenpeople.co.uk,Green People,beauty,klaviyo,workflow
greenstalkgarden.com,https://greenstalkgarden.com,GreenStalk Garden,vertical planters,klaviyo,workflow
greetabl.com,https://greetabl.com,Greetabl,gifts,klaviyo,workflow
greysonclothiers.com,https://greysonclothiers.com,Greyson Clothiers,golf menswear,klaviyo,workflow
grizzlygriptape.com,https://grizzlygriptape.com,Grizzly Griptape,skate,klaviyo,workflow
groovelife.com,https://groovelife.com,Groove Life alt - Groove Wallet,wallets & rings,klaviyo,workflow
groovyplantsranch.com,https://groovyplantsranch.com,Groovy Plants Ranch,houseplants,klaviyo,workflow
groundsforchange.com,https://groundsforchange.com,Grounds for Change,Carbon-free organic coffee,klaviyo,workflow
growfragrance.com,https://growfragrance.com,Grow Fragrance,home fragrance  sprays,klaviyo,workflow
grownalchemist.com,https://grownalchemist.com,Grown Alchemist,skincare,klaviyo,workflow
groworganic.com,https://groworganic.com,Grow Organic / Peaceful Valley,garden supplies & seeds,klaviyo,workflow
grundens.com,https://grundens.com,Grundens,fishing apparel,klaviyo,workflow
gsioutdoors.com,https://gsioutdoors.com,GSI Outdoors,camp cookware,klaviyo,workflow
gtskombucha.com,https://gtskombucha.com,GT's Living Foods,beverage,klaviyo,workflow
gtslivingfoods.com,https://gtslivingfoods.com,GT's Living Foods,kombucha,klaviyo,workflow
guavafamily.com,https://guavafamily.com,Guava Family,travel gear,klaviyo,workflow
guenergy.com,https://guenergy.com,GU Energy,endurance nutrition,klaviyo,workflow
gunnar.com,https://gunnar.com,Gunnar Optiks,blue-light eyewear,klaviyo,workflow
gurhan.com,https://gurhan.com,Gurhan,fine jewelry,klaviyo,workflow
gurneys.com,https://gurneys.com,Gurney's Seed & Nursery,plants & seeds,klaviyo,workflow
gurunanda.com,https://gurunanda.com,GuruNanda,Health & Wellness,klaviyo,workflow
gusmodern.com,https://gusmodern.com,Gus Modern,furniture,klaviyo,workflow
gymreapers.com,https://gymreapers.com,Gymreapers,activewear,klaviyo,workflow
haakaa.co.nz,https://haakaa.co.nz,Haakaa,breast pumps,klaviyo,workflow
habitcosmetics.com,https://habitcosmetics.com,Habit Cosmetics,clean color cosmetics,klaviyo,workflow
haeckels.co.uk,https://haeckels.co.uk,Haeckels,candles  fragrance,klaviyo,workflow
hairfinity.com,https://hairfinity.com,Hairfinity,hair vitamins,klaviyo,workflow
hairlust.com,https://hairlust.com,Hairlust,haircare,klaviyo,workflow
hairmax.com,https://hairmax.com,Hairmax,hair growth devices,klaviyo,workflow
hairstory.com,https://hairstory.com,Hairstory,haircare,klaviyo,workflow
hairtamin.com,https://hairtamin.com,Hairtamin,hair vitamins,klaviyo,workflow
haka.com,https://haka.com,HAKA,Cleaning & Laundry,klaviyo,workflow
halagear.com,https://halagear.com,Hala Gear,paddleboards,klaviyo,workflow
halfmagicbeauty.com,https://halfmagicbeauty.com,Half Magic Beauty,cosmetics,klaviyo,workflow
hammondscandies.com,https://hammondscandies.com,Hammond's Candies,candy,klaviyo,workflow
hankypanky.com,https://hankypanky.com,Hanky Panky,lingerie,klaviyo,workflow
hansenandgretel.com,https://hansenandgretel.com,Hansen and Gretel,contemporary womens label,klaviyo,workflow
hanx.co.uk,https://hanx.co.uk,Hanx,sexual wellness / condoms,klaviyo,workflow
happilo.com,https://happilo.com,Happilo,food,klaviyo,workflow
hardieshardware.com,https://hardieshardware.com,Hardies Hardware,skate,klaviyo,workflow
harmlessharvest.com,https://harmlessharvest.com,Harmless Harvest,coconut water,klaviyo,workflow
harney.com,https://harney.com,Harney & Sons,tea,klaviyo,workflow
harperwilde.com,https://harperwilde.com,Harper Wilde,underwear,klaviyo,workflow
harrybarker.com,https://harrybarker.com,Harry Barker,dog accessories,klaviyo,workflow
haruharuwonder.com,https://haruharuwonder.com,Haruharu Wonder,K-beauty skincare,klaviyo,workflow
hasbean.co.uk,https://hasbean.co.uk,Pop Up Coffee,coffee,klaviyo,workflow
haskbeauty.com,https://haskbeauty.com,Hask,haircare,klaviyo,workflow
hast.co,https://hast.co,Hast Knives,knives,klaviyo,workflow
hatchcollection.com,https://hatchcollection.com,Hatch Collection,maternity apparel,klaviyo,workflow
hausandhues.com,https://hausandhues.com,Haus and Hues,wall art,klaviyo,workflow
hawkinsandbrimble.com,https://hawkinsandbrimble.com,Hawkins & Brimble,mens grooming,klaviyo,workflow
hawkinsnewyork.com,https://hawkinsnewyork.com,Hawkins New York,home goods,klaviyo,workflow
hawthorne.co,https://hawthorne.co,Hawthorne,grooming,klaviyo,workflow
headphones.com,https://headphones.com,Headphones.com,Headphone retailer,klaviyo,workflow
headphonezone.in,https://headphonezone.in,Headphone Zone,electronics,klaviyo,workflow
health-ade.com,https://health-ade.com,Health-Ade,kombucha,klaviyo,workflow
healthybaby.com,https://healthybaby.com,Healthybaby,diapers,klaviyo,workflow
healthyhumanlife.com,https://healthyhumanlife.com,Healthy Human,drinkware,klaviyo,workflow
healthyrootsdolls.com,https://healthyrootsdolls.com,Healthy Roots Dolls,Toys,klaviyo,workflow
heartandsoil.co,https://heartandsoil.co,Heart & Soil,organ supplements,klaviyo,workflow
heartloom.com,https://heartloom.com,Heartloom,contemporary womens label,klaviyo,workflow
heartroasters.com,https://heartroasters.com,Heart Coffee Roasters,coffee,klaviyo,workflow
heathceramics.com,https://heathceramics.com,Heath Ceramics,kitchenware,klaviyo,workflow
heatonist.com,https://heatonist.com,Hot Ones (Heatonist),hot sauce,klaviyo,workflow
heelium.in,https://heelium.in,Heelium,apparel,klaviyo,workflow
heimplanet.com,https://heimplanet.com,Heimplanet,tents/bags,klaviyo,workflow
heirloomroses.com,https://heirloomroses.com,Heirloom Roses,roses,klaviyo,workflow
heist-studios.com,https://heist-studios.com,Heist Studios,apparel,klaviyo,workflow
helinox.com,https://helinox.com,Helinox,camping furniture,klaviyo,workflow
hellacocktail.co,https://hellacocktail.co,Hella Cocktail Co.,mixers,klaviyo,workflow
hellobonafide.com,https://hellobonafide.com,Bonafide,menopause wellness,klaviyo,workflow
hellomockingbird.com,https://hellomockingbird.com,Mockingbird,strollers,klaviyo,workflow
helloperiod.com,https://helloperiod.com,Hello Period,period care,klaviyo,workflow
hellotushy.com,https://hellotushy.com,Tushy,home goods,klaviyo,workflow
henryrose.com,https://henryrose.com,Henry Rose,fragrance,klaviyo,workflow
hensonshaving.com,https://hensonshaving.com,Henson Shaving,safety razors shaving,klaviyo,workflow
herb-pharm.com,https://herb-pharm.com,Herb Pharm,herbal extracts,klaviyo,workflow
herbivorebotanicals.com,https://herbivorebotanicals.com,Herbivore Botanicals,skincare,klaviyo,workflow
hereticparfum.com,https://hereticparfum.com,Heretic Parfum,fragrance,klaviyo,workflow
hereweflo.co,https://hereweflo.co,Here We Flo,period & intimate care,klaviyo,workflow
heritagesteel.us,https://heritagesteel.us,Heritage Steel,cookware,klaviyo,workflow
herschel.com,https://herschel.com,Herschel,bags,klaviyo,workflow
hexclad.com,https://hexclad.com,Hexclad,cookware,klaviyo,workflow
heyhanni.com,https://heyhanni.com,Hanni,body care,klaviyo,workflow
heyhorti.com,https://heyhorti.com,Horti,plant subscription,klaviyo,workflow
heymarly.com,https://heymarly.com,Hey Marly,Fashion & Lifestyle,klaviyo,workflow
hibobbie.com,https://hibobbie.com,Bobbie,baby formula,klaviyo,workflow
hidratespark.com,https://hidratespark.com,Hidrate,smart bottles,klaviyo,workflow
higherdose.com,https://higherdose.com,HigherDOSE,infrared sauna / recovery,klaviyo,workflow
hillhousehome.com,https://hillhousehome.com,Hill House Home,home & apparel,klaviyo,workflow
hilma.co,https://hilma.co,Hilma,natural remedies,klaviyo,workflow
hineighbor.com,https://hineighbor.com,Neighbor,outdoor furniture,klaviyo,workflow
hippeas.com,https://hippeas.com,Hippeas,snacks,klaviyo,workflow
hiyahealth.com,https://hiyahealth.com,Hiya Health,kids vitamins,klaviyo,workflow
hodinkee.com,https://hodinkee.com,Hodinkee,watches,klaviyo,workflow
holdernessandbourne.com,https://holdernessandbourne.com,Holderness & Bourne,golf menswear,klaviyo,workflow
holotaco.com,https://holotaco.com,Holo Taco,nail polish,klaviyo,workflow
homesick.com,https://homesick.com,Homesick,candles,klaviyo,workflow
honest.com,https://honest.com,Honest Beauty,beauty,klaviyo,workflow
honestbeauty.com,https://honestbeauty.com,Honest Beauty,clean makeup & skincare,klaviyo,workflow
honestpaws.com,https://honestpaws.com,Honest Paws,pet wellness,klaviyo,workflow
honeybeestamps.com,https://honeybeestamps.com,Honey Bee Stamps,craft stamps,klaviyo,workflow
hoplark.com,https://hoplark.com,Hoplark,hop tea/water,klaviyo,workflow
hopwtr.com,https://hopwtr.com,Hop WTR,non-alcoholic,klaviyo,workflow
horizn-studios.com,https://horizn-studios.com,Horizn Studios,luggage,klaviyo,workflow
horshamcoffeeroaster.co.uk,https://horshamcoffeeroaster.co.uk,Pact Coffee UK,placeholder,klaviyo,workflow
hortology.co.uk,https://hortology.co.uk,Hortology,houseplants & planters,klaviyo,workflow
hotones.com,https://hotones.com,Hot Ones,hot sauce,klaviyo,workflow
houdinisportswear.com,https://houdinisportswear.com,Houdini Sportswear,outdoor apparel,klaviyo,workflow
hourglasscosmetics.com,https://hourglasscosmetics.com,Hourglass Cosmetics,color cosmetics,klaviyo,workflow
houseoflashes.com,https://houseoflashes.com,House of Lashes,lashes,klaviyo,workflow
houseofmarley.com,https://houseofmarley.com,House of Marley,Sustainable audio,klaviyo,workflow
houseofmasaba.com,https://houseofmasaba.com,House of Masaba,apparel,klaviyo,workflow
houseplant.com,https://houseplant.com,Houseplant,home decor,klaviyo,workflow
houseplantshop.com,https://houseplantshop.com,House Plant Shop,houseplants,klaviyo,workflow
howlerbros.com,https://howlerbros.com,Howler Brothers,outdoor lifestyle apparel,klaviyo,workflow
hudabeauty.com,https://hudabeauty.com,Huda Beauty,cosmetics,klaviyo,workflow
hudsonandoak.com,https://hudsonandoak.com,Hudson & Oak,plants & decor,klaviyo,workflow
hudsonvalleyseed.com,https://hudsonvalleyseed.com,Hudson Valley Seed Company,seeds,klaviyo,workflow
hukgear.com,https://hukgear.com,Huk Gear,fishing apparel,klaviyo,workflow
hukitchen.com,https://hukitchen.com,Hu Kitchen,chocolate/snacks,klaviyo,workflow
hummkombucha.com,https://hummkombucha.com,Humm Kombucha,kombucha,klaviyo,workflow
hushandhush.com,https://hushandhush.com,Hush & Hush,hair supplements,klaviyo,workflow
hydralyte.com,https://hydralyte.com,Hydrolyte,hydration,klaviyo,workflow
hydrapak.com,https://hydrapak.com,Hydrapak,hydration,klaviyo,workflow
hyggeandwest.com,https://hyggeandwest.com,Hygge & West,wallpaper decor,klaviyo,workflow
hylete.com,https://hylete.com,HYLETE,activewear,klaviyo,workflow
hyloathletics.com,https://hyloathletics.com,Hylo Athletics,Footwear,klaviyo,workflow
hyntbeauty.com,https://hyntbeauty.com,Hynt Beauty,clean color cosmetics,klaviyo,workflow
hyperice.com,https://hyperice.com,Hyperice,recovery,klaviyo,workflow
hypershop.com,https://hypershop.com,Hyper,USB-C hubs & adapters,klaviyo,workflow
hyperskin.com,https://hyperskin.com,Hyper Skin,skincare,klaviyo,workflow
icebarrel.com,https://icebarrel.com,Ice Barrel,cold plunge/recovery,klaviyo,workflow
iconiclondoninc.com,https://iconiclondoninc.com,Iconic London,color cosmetics,klaviyo,workflow
igkhair.com,https://igkhair.com,IGK Hair,haircare,klaviyo,workflow
ikamper.com,https://ikamper.com,iKamper,rooftop tents,klaviyo,workflow
iliabeauty.com,https://iliabeauty.com,Ilia Beauty,cosmetics,klaviyo,workflow
ilovebiko.com,https://ilovebiko.com,Biko,fashion jewelry,klaviyo,workflow
imageskincare.com,https://imageskincare.com,Image Skincare,skincare,klaviyo,workflow
imogeneandwillie.com,https://imogeneandwillie.com,Imogene + Willie,denim,klaviyo,workflow
imperialbarberproducts.com,https://imperialbarberproducts.com,Imperial Barber,mens grooming,klaviyo,workflow
inbedstore.com,https://inbedstore.com,In Bed Store,bedding,klaviyo,workflow
incharge.rocks,https://incharge.rocks,InCharge,Portable cables,klaviyo,workflow
incipio.com,https://incipio.com,Incipio,Phone cases & accessories,klaviyo,workflow
incommonwith.com,https://incommonwith.com,In Common With,decor,klaviyo,workflow
indestructibleshoes.com,https://indestructibleshoes.com,Indestructible Shoes,footwear,klaviyo,workflow
indielee.com,https://indielee.com,Indie Lee,skincare,klaviyo,workflow
industrybeans.com,https://industrybeans.com,Industry Beans,coffee roaster,klaviyo,workflow
industrynine.com,https://industrynine.com,Industry Nine,bike wheels,klaviyo,workflow
inergizehealth.com,https://inergizehealth.com,Aura Strap / Cold plunge Inergize,cold plunge / recovery,klaviyo,workflow
infinacore.com,https://infinacore.com,Infinacore,Travel chargers,klaviyo,workflow
ingridandisabel.com,https://ingridandisabel.com,Ingrid & Isabel,maternity apparel,klaviyo,workflow
inikaorganic.com,https://inikaorganic.com,Inika Organic,organic color cosmetics,klaviyo,workflow
